"","key","key_original","ie_d","outcome","outcome_num","outcome_group","outcome_choice2","outcome_choice","irrig_program","scale","estimand","horizon","unit","irrig_program_1","irrig_program_2","scale_1","scale_2","scale_3","scale_4","estimand_1","estimand_2","estimand_3","estimand_4","horizon_1","horizon_2","horizon_3","horizon_4","horizon_5","unit_1","unit_2","unit_3","unit_4","unit_5","unit_6","unit_7","unit_8","outcome1","outcome2","outcome3","outcome4","outcome5","outcome6","outcome7","outcome8","outcome9","outcome10","outcome11","outcome12","outcome13","outcome14","outcome15","outcome16","outcome17","outcome18","outcome19","outcome20","outcome21","outcome22","outcome23","outcome24","outcome25","outcome26","outcome27","outcome28","outcome29","outcome30","outcome31","outcome32","outcome33","outcome34","outcome35","outcome36","outcome37","outcome38","outcome39","outcome40","outcome41","outcome42","outcome43","outcome44","outcome45","outcome46","outcome47","outcome48","outcome49","outcome50","outcome51","outcome52","outcome53","outcome54","outcome55","outcome56","outcome57","outcome58","outcome59","outcome60","ie_d1","ie_d2","cluster1","cluster2","cluster3","cluster4","cluster5","cluster6","cluster7"
"163","25SETWEJ","25SETWEJ",2,"Household consumed VEGETABLES (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"164","NGG6G7M2","NGG6G7M2",2,"Number of days  VEGETABLES was consumed last week",15,"Food security","Dietary diversity","Dietary diversity",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,74,73,73,72,72
"165","AK7PT7P8_Tanzania","AK7PT7P8",2,"Household Dietary Diversity Score (HDDS)",15,"Food security","Dietary diversity","Dietary diversity",1,1,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,75,75,74,74,73,73
"166","25SETWEJ","25SETWEJ",2,"Household consumed ROOTS AND TUBERS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"167","AK7PT7P8_Ethiopia","AK7PT7P8",2,"Household Dietary Diversity Score (HDDS)",15,"Food security","Dietary diversity","Dietary diversity",1,1,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,75,75,74,74,73,73
"168","NGG6G7M2","NGG6G7M2",2,"Household dietary diversity",15,"Food security","Dietary diversity","Dietary diversity",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,74,73,73,72,72
"169","25SETWEJ","25SETWEJ",2,"Household consumed EGGS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"170","YLNT8UYS","YLNT8UYS",2,"Dietary diversity score (impact on nutrition, whereby a score is assigned based on the consumption of different food groups in the past 24 h)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"171","25SETWEJ","25SETWEJ",2,"Household consumed FISH (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"172","25SETWEJ","25SETWEJ",2,"Household consumed VITAMIN A-RICH DARK GREEN LEAFY VEGETABLES (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"173","25SETWEJ","25SETWEJ",2,"Household consumed STARCHY STAPLES (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"174","25SETWEJ","25SETWEJ",2,"Household consumed OILS AND FATS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"175","IJZJIH97_Tanzania","IJZJIH97",2,"HDDS (Household Dietary Diversity Score)",15,"Food security","Dietary diversity","Dietary diversity",1,2,4,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,76,76,75,75,74,74
"176","25SETWEJ","25SETWEJ",2,"Household consumed LEGUMES, NUTS AND SEEDS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"177","25SETWEJ","25SETWEJ",2,"Household consumed FLESH FOODS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"178","NGG6G7M2","NGG6G7M2",2,"Number of days  FRUITS was consumed last week",15,"Food security","Dietary diversity","Dietary diversity",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,74,73,73,72,72
"179","25SETWEJ","25SETWEJ",2,"Household consumed CEREALS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"180","25SETWEJ","25SETWEJ",2,"Household consumed BEANS AND PEAS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"181","25SETWEJ","25SETWEJ",2,"Household consumed MILK AND DAIRY PRODUCTS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"182","25SETWEJ","25SETWEJ",2,"Household consumed NUTS AND SEEDS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"183","AK7PT7P8_Tanzania","AK7PT7P8",2,"Women's Dietary Diversity Score (WDDS)",15,"Food security","Dietary diversity","Dietary diversity",1,1,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,75,75,74,74,73,73
"184","25SETWEJ","25SETWEJ",2,"WDDS-10 (Women’s Dietary Diversity Score; ten food groups)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"185","SDZ5VDXM","SDZ5VDXM",2,"Simpson’s index of food diversity",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,77,77,76,76,75,75
"186","DP883DYK","DP883DYK",2,"Household food diversification index",15,"Food security","Dietary diversity","Dietary diversity",2,1,4,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,78,78,77,77,76,76
"187","25SETWEJ","25SETWEJ",2,"HDDS (Household Dietary Diversity Score)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"188","AK7PT7P8_Ethiopia","AK7PT7P8",2,"Women's Dietary Diversity Score (WDDS)",15,"Food security","Dietary diversity","Dietary diversity",1,1,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,75,75,74,74,73,73
"189","NGG6G7M2","NGG6G7M2",2,"Number of days  CEREALS was consumed last week",15,"Food security","Dietary diversity","Dietary diversity",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,74,73,73,72,72
"190","NGG6G7M2","NGG6G7M2",2,"Number of days  MEAT/FISH was consumed last week",15,"Food security","Dietary diversity","Dietary diversity",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,74,73,73,72,72
"191","25SETWEJ","25SETWEJ",2,"Household consumed MEATS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"192","25SETWEJ","25SETWEJ",2,"Household consumed OTHER VEGETABLES (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"193","25SETWEJ","25SETWEJ",2,"Household consumed FRUITS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"194","25SETWEJ","25SETWEJ",2,"Household consumed SWEETS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"195","IJZJIH97_Ethiopia","IJZJIH97",2,"HDDS (Household Dietary Diversity Score)",15,"Food security","Dietary diversity","Dietary diversity",1,2,4,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,76,76,75,75,74,74
"196","25SETWEJ","25SETWEJ",2,"Household consumed OTHER VITAMIN A-RICH VEGETABLES AND FRUITS (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"197","25SETWEJ","25SETWEJ",2,"Household consumed DAIRY (percentage change between baseline and follow-up)",15,"Food security","Dietary diversity","Dietary diversity",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73,73,72,72,71,71
"198","SMYLJJIZ","SMYLJJIZ",2,"Per capita daily food CE",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"199","SDZ5VDXM","SDZ5VDXM",2,"Share of food in total household expenditure (%)",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,80,80,79,79,78,78
"200","RLA2M4DQ","RLA2M4DQ",2,"Total per adult equivalent food consumption expenditure (ETB)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,2,2,5,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,81,81,80,80,79,79
"201","S7HILJZM","S7HILJZM",2,"Household food security status (annual food expenditure per adult equivalent in Birr)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,2,2,5,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,81,81,80,80,79,79
"202","SMYLJJIZ","SMYLJJIZ",2,"Per capita daily pulse purchases",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"203","U6TBB93V","U6TBB93V",2,"Food security (per capita food expenditure; Nigerian Naira)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,1,1,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,82,82,81,81,80,80
"204","LFY3L7UV","LFY3L7UV",2,"Per capita food consumption (GHS)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,2,2,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,83,83,82,82,81,81
"205","SMYLJJIZ","SMYLJJIZ",2,"Per capita daily vegetable CE",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"206","BEHE5VDZ","BEHE5VDZ",2,"Total per capita daily food consumption expenditure, $PPP",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"207","NGG6G7M2","NGG6G7M2",2,"Value of purchased food (USD)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,2,1,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,84,84,83,83,82,82
"208","VGSCUGFK","VGSCUGFK",2,"Expenditure ($) on food items per capita per day",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"209","SMYLJJIZ","SMYLJJIZ",2,"Per capita daily staples purchases",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"210","SMYLJJIZ","SMYLJJIZ",2,"Per capita daily protein purchases",16,"Food security","Domestic food expenditure","Domestic food expenditure",1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79,79,78,78,77,77
"211","LFY3L7UV","LFY3L7UV",2,"Food consumption (GHS)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,2,2,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,83,83,82,82,81,81
"212","U6TBB93V_2","U6TBB93V",2,"Food security (per capita food expenditure; Nigerian Naira)",16,"Food security","Domestic food expenditure","Domestic food expenditure",2,1,2,5,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,85,81,81,80,80
