dataset,project_data_id,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_url,project_url,title,description,project_no,country_name,dataset_approved_yr,commitment_amount,data_amount_unit,country_multipleInvest,q1_0,q1_1,q1_2,q1_2b,q1_3,q1_4,q1_4b,q1_4c,q1_5,q1_6,q1_6b,q1_7,q1_8,q1_9,q1_10,q1_10b,q1_11,q1_12,q1_13,q1_14,q1_15,q1_15b,q1_16,q1_17,q1_18,q1_18b,q1_18c,q1_18d,q1_18e,q1_19,q1_20,q1_20b,q1_20c,q1_21,q1_22,q1_23,q1_23b,q1_23c,q1_23d,q1_23e,q1_24,q1_24b,q1_24c,q1_24d,q2_01,q2_02,q2_03,q2_04a,q2_04b,q2_04c,q2_04d,q2_04e,q2_05,q3_01,q3_02,q3_03,q3_03b
CRS,2004023593,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Community-Based Rural development,"Short: COMMUNITY-BASED RURAL DEVELOPMENT Long: This project paper concerns additional financing for the Ghana Community Based Rural Development Project (CBRDP). The project development objective is to strengthen the capacity of rural communities to enhance their quality of life by improving their productive assets, rural infrastructure, and access to key support services from private and public sources. The additional credit will help finance the costs associated with scaling up of CBRDP to reconstruct public goods in the flood-affected regions of the north, and extend support for decentralized service provision through the financing of basic public infrastructure by local level government authorities for an additional sixteen months of project implementation. The additional credit will also support further capacity building in relation to the expansion and extension of public works activities, and in support of decentralization as envisioned under the original project. Finally, the additional credit will support incremental program management costs related to these activities and an extension of the project implementation period.",P081482.IDA39640.crs6,Ghana,2004,8.40E+06,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P081482/community-based-rural-development?lang=en,,2,P081482,1,,2,1,,1,,2,Cannot determine how much goes to irrigation-relatec activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010028628,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Ghana Second Agriculture Development Policy Operation,"Short: GHANA SECOND AGRICULTURE DEVELOPMENT POLICY OPERATION Long: The Second Agricultural Development Policy Operation (AgDPO 2) Program is a single tranche credit for $25 million equivalent intended to help the Government of Ghana (GoG) implement the revised Food and Agriculture Sector Development Policy (FASDEP II). This operation backs the Bank's strategy of supporting Ghana's Growth and Poverty Reduction Strategy (GPRS II), which seeks to modernize agriculture through policy and institutional reforms that deliver the following: (i) the gaps between observed and achievable yields are narrowed, particularly for food crops, (ii) post-harvest losses are reduced, (iii) the irrigated area is increased and informal schemes are better managed, (iv) farmer organizations are empowered to better represent economic interests of their members, (v) the management of Ghana's fisheries is improved, and (vi) budgetary resources for agriculture are well allocated and executed. The AgDPO 2 is consistent with the Bank's strategic focus on country systems, and the Government's draft aid policy that seeks a greater share of foreign assistance in the form of budgetary support.",P110147.IDA47470.crs7,Ghana,2010,2.80E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2008023600,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Community-Based Rural development,"Short: COMMUNITY-BASED RURAL DEVELOPMENT Long: This project paper concerns additional financing for the Ghana Community Based Rural Development Project (CBRDP). The project development objective is to strengthen the capacity of rural communities to enhance their quality of life by improving their productive assets, rural infrastructure, and access to key support services from private and public sources. The additional credit will help finance the costs associated with scaling up of CBRDP to reconstruct public goods in the flood-affected regions of the north, and extend support for decentralized service provision through the financing of basic public infrastructure by local level government authorities for an additional sixteen months of project implementation. The additional credit will also support further capacity building in relation to the expansion and extension of public works activities, and in support of decentralization as envisioned under the original project. Finally, the additional credit will support incremental program management costs related to these activities and an extension of the project implementation period.",P081482.IDA44850.crs6,Ghana,2008,3.10E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2008022826,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,NP AF for IWRMP,Short: NP AF FOR IWRMP Long:,P144474.IDA45150.crs1,Nepal,2008,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1975000114,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Lake Chad Polders Irrigation Project,Short: LAKE CHAD POLDERS IRRIGATION PROJECT Long:,P000490.IDA05920HIPCMDRI,Chad,,6188,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P000490/null?lang=en,,1,P000490,2,1975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2007026144,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Niger Basin Water Resources Development and Sustainable Ecosystems Management Project,"Short: NIGER BASIN WATER RESOURCES DEVELOPMENT AND SUSTAINABLE ECOSYSTEMS MANAGEMENT PROJECT Long: The project development objective is to enhance regional coordination, development and sustainability of water resources management in the Niger River Basin. The expected outcomes would include: (i) improved institutional coordination for regional management and development of water resources in the Niger River Basin, (ii) improved performances of rehabilitated hydroelectric plants in targeted areas, (iii) improved irrigated agriculture in targeted areas, and (iv) improved watershed management in targeted areas. There are 3 components to the project: Component 1, Niger Basin Authority (NBA) institutional strengthening and capacity building, will enhance the capacity of the NBA and its National Focal Structures including other national institutions involved in implementing the First Phase Project of the Niger Basin Program. The key sub-components identified are: a) Strengthening and capacity building of the NBA, b) Strengthening and capacity building of national water resources management institutions, and c) Institutional support and strengthening of regional water resources management and planning. Component 2, Rehabilitation, optimization and development of regional infrastructure, will focus on rehabilitating and upgrading the existing large water infrastructure of regional relevance, and supporting the regional planning framework. The subcomponents include: a) Rehabilitation of Kainji dam and hydropower plant, b) Rehabilitation of Jebba hydropower dam, and c) Assessing optimization and management options for the development of regional water infrastructure. Component 3, Sustainable management of selected degraded ecosystems and rehabilitation of small water infrastructure will combine small water infrastructure rehabilitation and ecosystems management in order to support income-generating activities.",P093806.IDAH3200.crs2,Niger,2007,1.20E+07,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2004023200,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Sindh On-Farm Water Management Project,"Short: SINDH ON-FARM WATER MANAGEMENT PROJECT Long: The Sindh On-Farm Water Management Project seeks to improve the efficiency, reliability, and equity of irrigation water distribution, support agricultural productivity enhancement to complement the benefits of improved water management, and, enhance long-term financial sustainability of the irrigation system, by fostering self- sustaining farmer organizations, at the watercourse, and distributary canal levels - a key element of the decentralized, and financially sustainable institutional apparatus - the  Government of Sindh aims at establishing. Through its components the project will : 1) develop sustainable farmer organizations (FOs) who can effectively operate, and maintain the irrigation and drainage system, through social mobilization, and capacity building. Training and capacity building for watercourse associations (WCAs) and FOs will focus on operation and maintenance (O&M) and abiana (irrigation water charges) collection as well, to improve productivity. Irrigation and Drainage Management Transfer Agreements (IDMTAs) shall be concluded to define the terms of transfer, and roles and responsibilitiesof all parties. The WCAs and FOs will plan, design, and implement irrigation improvements, as well as provide agricultural support services, 2) improve irrigation facilities, which includes earthen improvements, lining, installation of concrete turnout culverts, community structures, cattle crossings and buffalo baths, and, construction of water storage tanks in the rain-fed areas, in addition to rehabilitation, and improvements to distributary canals, and, 3) disseminate a full range of improved water management, and irrigation agronomy practices, and techniques, training in improved water management, and new technology (land leveling, zero tillage, sprinkler and drip systems, etc.), integrated pest management, and Integrated Plant and Soil Nutrient Management (IPSNM), information systems, product marketing, etc. Monitoring and evaluation will be in place to support implementing agencies, while project management support shall include administrative, technical and financial management.",P078997.IDA39050.crs1,Pakistan,2004,7.30E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2016025645,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Himachal Pradesh Horticulture Development Project,Short: HIMACHAL PRADESH HORTICULTURE DEVELOPMENT PROJECT Long:,P151744.IDA58380.crs5,India,2016,1.50E+07,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P151744/null?lang=en,,2,P151744,1,,2,1,,2,"The development objective of the Himachal Pradesh Horticulture Development Project for India is to support small farmers and agro-entrepreneurs in Himachal Pradesh, to increase the productivity, quality, and market access of selected horticulture commodities. This project has four components. 1) The first component, Horticulture Production and Diversification, aims to enhance horticultural competitiveness at the farm level by supporting access to knowledge, technology and finance in order to increase long term productivity and farm incomes in an environment marked by changing market patterns and increased climate variability.2) The second component, Value Addition and Agro-enterprise Development, aims to improve value realization at the farm level, promote investments in agribusiness, fostering backward and forward linkages in the value chains for horticulture products, support supply chain infrastructure that prevents wastage and value erosion; and enable secondary and tertiary processing that create higher value for the produce. 3) The third component, Market Development, aims to provide an improved platform for market-related information and intelligence, expand market access through alternative marketing channels, enhance transparency in the price discovery process, and improve market infrastructure. 4) The fourth component, Project Management, Monitoring and Learning, will ensure the effective implementation of the project activities and monitor and evaluate project implementation progress, outputs and outcomes, building on implementation experience.",2,Cannot determine how much goes to irrigation-relatec activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2014024758,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,,Short: TRANSFORMATION OF AGRICULTURE SECTOR PROGRAM PHASE 3  PFORR Long:,P148927.IDA59620.crs3,Rwanda,,6.90E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2003019382,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Sana'a Basin Water Management Project,"Short: SANA'A BASIN WATER MANAGEMENT PROJECT Long: This first phase of the Sana'a Basin Water Management Project will assist the Government in containing the depletion of groundwater in the Sana'a Basin aquifer, a timing which will allow for the conversion of the Basin's economy into less water-intensive activities, while favorable socioeconomic conditions will be encouraged through community participation. The first component seeks to achieve water savings, and conservation in agriculture, by increasing irrigation uses through physical interventions in upgrading piped delivery systems, converting open channels to piped delivery systems, and introducing pressurized irrigation, promoting community participation. The second component will accelerate groundwater recharge, through small conventional dams, sub-surface dams, and other structures. Given the flaws of the Water Law, the third component will help develop a regulatory framework, to subsequently apply regulatory procedures for water rights management, and, the National Water Resources Authority will assume the responsibility for basin-wide water resources investigation, regulation, and monitoring. Moreover, a basin hydro-geological and water resources investigation, and monitoring will aim at analyzing project impacts on dam, and wadi structures regarding aquifer recharge, and groundwater levels, including as well, surveys, laboratory testing, and satellite imagery/aerial photography to quantify impacts on crops and irrigated areas. The fourth, fifth and sixth components, will promote public awareness campaigns, environmental management, and mitigation plans, and, support project management activities, respectively.",P064981.IDA37740.crs2,Yemen,2003,6.00E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2002001246,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Ethiopia Social Rehabilitation and Development Fund,"Short: ETHIOPIA SOCIAL REHABILITATION AND DEVELOPMENT FUND Long: The Ethiopian Social Rehabilitation and Development Fund Project (ESRDF) will provide to poor, mainly rural communities the assets and services needed to improve their economic and social standards. ESRDF will provide financial and technical support to communities and community groups to construct or rehabilitate, and maintain basic economic and social infrastructure and services that they have prioritized and in which they are willing to invest. In addition, ESRDF will support community actions aimed at environmental conservation and rehabilitation. ESRDF's efforts will be focused on poor communities, and especially, poor women. To achieve these goals, ESRDF will strengthen community capacity in project identification, implementation, and maintenance. The project will also support the establishment of a Welfare Monitoring System to strengthen capacity to collect and analyze information related to causes, patterns, and incidence of poverty, and improve the basis for developing poverty reduction strategies, assessing the impact on the poor of economic policy reform, and evaluating the benefits of other poverty reductions interventions. The components of this project will be as follows: 1) construction and rehabilitation of social and economic infrastructure and improvement of related services including basic health and education, small-scale irrigation, urban sanitation and rural water supply, 2) welfare monitoring system, and 3) capacity building, training and research.",P000771.IDA2841B.crs7,Ethiopia,2002,179840,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2008022616,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Poverty Reduction Fund,"Short: POVERTY REDUCTION FUND Long: The Poverty Reduction Fund Project will assist in the development of community infrastructure at the village level, to gain improved access to services, by building capacity, and empowering villagers in poor districts to manage their own public investment planning. The project components will: 1) finance sub-grants for eligible subprojects, as identified by the community, for a wide range of public capital goods, i.e., village infrastructure, while assistance will be provided to determine the feasibility, and availability of resources for selected subprojects. Infrastructure development will include the construction of roads, schools, health clinics, public buildings as required for community needs, as well as communal water supply systems, irrigation and drainage systems, and local markets, 2) provide technical consulting advice, and training to strengthen local capacities, and form a Provincial Technical Support Team, who will in turn provide technical engineering, and financial management assistance at the Poverty Reduction Fund's provincial level. The consultants' operational work costs will be financed by Government counterpart, and, 3) finance project management costs, i.e., administrative, monitoring, reporting and operational expenses of the Poverty Reduction Fund at the central level. Included will be technical assistance, and training in specialized areas of expertise.",P077326.IDAH4180.crs2,Lao People's Democratic Republic,2008,1.70E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2017027542,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,,Short: SAHEL IRRIGATION INITIATIVE SUPPORT PROJECT Long:,P154482.IDAD2530.crs2,Mali,2017,916300,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1989001408,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Eastern Regional Agricultural Development Project - YAR,Short: EASTERN REGIONAL AGRICULTURAL DEVELOPMENT PROJECT - YAR Long: Eastern Regional Agricultural Development Project - YAR,P005820.IDA19830.crs2,Yemen,2019,0,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P005820/null?lang=en,,2,P005820,2,1989,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2000018378,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Social Investment Fund 2 Project (SIF 2),"Short: SOCIAL INVESTMENT FUND 2 PROJECT (SIF 2) Long: The Second Social Investment Fund Project (ASIF II) aims to assist the Government of Armenia in its continuing endeavor to improve living standards of the lower income groups among the Armenian population and strengthen institutions at the local level. There are three project components. The first rehabilitates small-scale social and economic infrastructure by financing micro-projects 1) to rehabilitate or upgrade schools, health clinics, water supply systems, sanitation works, irrigation, and other infrastructure, and 2) to repair school heating systems. This component also funds school furniture purchases, provides capacity building and technical assistance to local contractors and implementing agencies, and finances consulting services for micro-project design and supervision. The second component finances institutional strengthening at the local level, and builds capacity and supplies technical assistance to local governments and community-based organizations. The third component furnishes institutional support to the Armenian Social Investment Fund by financing special studies, assessments, reviews, vehicles and equipment, and project administration and management as well as annual financial, procurement, and technical audits.",P057952.IDA33480.crs3,Armenia,2000,2.60E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011017377,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,VN - Mekong Delta Water Management for Rural Dev,Short: VN - MEKONG DELTA WATER MANAGEMENT FOR RURAL DEV Long:,P113949.IDA49510.crs3,Viet Nam,2011,1.20E+08,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P113949/vn-mekong-delta-water-management-rural-dev?lang=en,Specific Investment Loan,2,P113949,1,,2,1,,2,"The development objective of the Mekong Delta Water Resources Management for Rural Development Project is to protect and enhance the utilization of water resources in the project provinces of the Mekong Delta Region in order to sustain gains in agricultural productivity, provide access to water supply for rural households, and contribute to climate change adaptation. The project consists of the following components: 1) water management planning and efficient utilization, including measures to strengthen institutional capacities at sub-regional and provincial levels, promote effective operations and maintenance, and promote on-farm water use efficiency through pilot schemes; 2) improvement and rehabilitation of water resources infrastructure, with emphasis on rehabilitation and minor improvement through canal dredging, and embankment reinforcement, as well as the installation of secondary control sluice gates; 3) rural water supply and sanitation, aiming to extend reliable services to about 60,000 households in the project area; and 4) project management and implementation support, supporting incremental operating costs to implement the project and the monitoring and evaluation of project outcomes and impacts.",1,,1,,,,,,,,,,,Project Appraisal Document,2,"206,600,000",USD,Total cost,,,2,"173,620,000",USD,Excluding (1) Component 3: Rural Water Supply and Sanitation (Base Cost: US$32.98 million),2,,1,Area under irrigation,,,,,Annex 1: Results Framework and Monitoring,1,0,0,
CRS,2017027539,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,,Short: SAHEL IRRIGATION INITIATIVE SUPPORT PROJECT Long:,P154482.IDAD2530.crs1,Mali,2017,6.80E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2006021685,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Irrigation and Watershed Management Project,"Short: IRRIGATION AND WATERSHED MANAGEMENT PROJECT Long: The objective of the Irrigation and Watershed Management Project for Madagascar is to sustainably increase agricultural productivity in four high potential watershed areas and their associated irrigation schemes. There are three components to the project. The first component is the development of commercial agriculture. The component includes the project area as a whole: both irrigated and upland or tanety areas. Its specific objective will be achieved through an approach focused on market-driven demand, agricultural technology development and dissemination, private sector initiative and vertical integration of supply chains, as well as promotion of partnerships among stakeholders (including public-private partnerships). The second component is the watershed development. The objective of this component is to lay the foundations for sustainable management of watersheds including irrigated and rainfed agriculture, the conservation of the natural heritage, and improved productivity of the natural resources. Finally, the third component is the program management.  The objective of this component is to manage and use resources in accordance with the project's objectives and procedures, and to put in place a policy framework that is favorable to upscaling of the project at the national level.",P074086.IDA42440.crs3,Madagascar,2006,6.00E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1977001242,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Nile Delta Drainage Project (02),Short: NILE DELTA DRAINAGE PROJECT (02) Long: Nile Delta Drainage Project (02),P005002.IDA07190.crs2,Egypt,2019,0,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P005002/null?lang=en,,2,P005002,2,1977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2006021683,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Irrigation and Watershed Management Project,"Short: IRRIGATION AND WATERSHED MANAGEMENT PROJECT Long: The objective of the Irrigation and Watershed Management Project for Madagascar is to sustainably increase agricultural productivity in four high potential watershed areas and their associated irrigation schemes. There are three components to the project. The first component is the development of commercial agriculture. The component includes the project area as a whole: both irrigated and upland or tanety areas. Its specific objective will be achieved through an approach focused on market-driven demand, agricultural technology development and dissemination, private sector initiative and vertical integration of supply chains, as well as promotion of partnerships among stakeholders (including public-private partnerships). The second component is the watershed development. The objective of this component is to lay the foundations for sustainable management of watersheds including irrigated and rainfed agriculture, the conservation of the natural heritage, and improved productivity of the natural resources. Finally, the third component is the program management.  The objective of this component is to manage and use resources in accordance with the project's objectives and procedures, and to put in place a policy framework that is favorable to upscaling of the project at the national level.",P074086.IDA42440.crs1,Madagascar,2006,8.00E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2007026143,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Niger Basin Water Resources Development and Sustainable Ecosystems Management Project,"Short: NIGER BASIN WATER RESOURCES DEVELOPMENT AND SUSTAINABLE ECOSYSTEMS MANAGEMENT PROJECT Long: The project development objective is to enhance regional coordination, development and sustainability of water resources management in the Niger River Basin. The expected outcomes would include: (i) improved institutional coordination for regional management and development of water resources in the Niger River Basin, (ii) improved performances of rehabilitated hydroelectric plants in targeted areas, (iii) improved irrigated agriculture in targeted areas, and (iv) improved watershed management in targeted areas. There are 3 components to the project: Component 1, Niger Basin Authority (NBA) institutional strengthening and capacity building, will enhance the capacity of the NBA and its National Focal Structures including other national institutions involved in implementing the First Phase Project of the Niger Basin Program. The key sub-components identified are: a) Strengthening and capacity building of the NBA, b) Strengthening and capacity building of national water resources management institutions, and c) Institutional support and strengthening of regional water resources management and planning. Component 2, Rehabilitation, optimization and development of regional infrastructure, will focus on rehabilitating and upgrading the existing large water infrastructure of regional relevance, and supporting the regional planning framework. The subcomponents include: a) Rehabilitation of Kainji dam and hydropower plant, b) Rehabilitation of Jebba hydropower dam, and c) Assessing optimization and management options for the development of regional water infrastructure. Component 3, Sustainable management of selected degraded ecosystems and rehabilitation of small water infrastructure will combine small water infrastructure rehabilitation and ecosystems management in order to support income-generating activities.",P093806.IDAH3200.crs1,Niger,2007,900000,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1999004546,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Community Works Project,Short: COMMUNITY WORKS PROJECT Long: Community Works Project,P051309.IDA31640.crs7,Albania,2019,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2002021560,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Gujarat Emergency Earthquake Reconstruction Project,"Short: GUJARAT EMERGENCY EARTHQUAKE RECONSTRUCTION PROJECT Long: The Gujarat Emergency Earthquake Reconstruction Program Project's main objectives are: promoting sustainable recovery to the earthquake affected areas, and laying the foundation for sustainable disaster management capacity in Gujarat. There are four project components. The first finances the implementation of owner-driven housing recovery plans initiated under the ongoing immediate phase (Phase 1) for the partially damaged and fully collapsed houses in the affected rural and urban areas. The second component funds for repairing, strengthening, rehabilitating, reconstructing, and upgrading damaged public buildings, roads and bridges, and dams and irrigation infrastructure in the earthquake-affected areas, 2) retrofitting undamaged government administration buildings and critically important public buildings and preparing detailed engineering documents for retrofitting key bridges, and 3) constructing buildings and control rooms needed to foster State emergency management as well as setting up the Gujarat Institute of Disaster Management (GIDM) and the Institute for Seismic Research. The third component ensures the participation of earthquake-affected communities establishing village-level subcenters to build capacity for earthquake-resistant construction, strengthening local government mechanisms, gender sensitization, and community-based disaster preparedness programs. The fourth component finances the establishment of a professional emergency management program.",P074018.IDA36370.crs2,India,2002,3.00E+08,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2019037964,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Somalia - WAPR,Short: SOMALIA - WAPR Long: Somalia - WAPR,P167826.IDAD4970.crs1,Somalia,2019,2.20E+07,"USD, constant 2020",,2,1,,,,,,,1,http://projects.worldbank.org/P167826/null?lang=en,,2,P167826,1,,2,2,Somalia - Water for Agro-pastoral Productivity and Resilience,2,"The development objective of the Water for Agro-Pastoral Productivity and Resilience Project for Somalia is to develop water and agricultural services among agro-pastoralist communities in dryland areas of Somalia. The project comprises of four components. The first component, support the development of multiple use water sources will finance investments in key water management infrastructure for harvesting, storing, and delivering water for people, livestock, and agriculture. It consists of following sub-components: (i) construction of new community water points; and (ii) rehabilitation of community water points. The second component, institutional and capacity development will help build a strong foundation for a gradual transition to more integrated and sustainable agriculture and water development - promoting the farmers’ adoption of drought-resistant seed varieties and climate-smart technologies - by strengthening local, state, and national institutions and capacities. It consists of following sub-components: (i) national and state institutional capacity building; and (ii) community development and demand mobilization. The third component, supporting sustainable land management and livelihoods development around water points will catalyze priority investments, facilitated by participating Federal Member States (FMS) line ministries, to create and strengthen productive livelihoods among target communities. It consists of following sub-components: (i) integrated landscape management; and (ii) agriculture and livestock support. The fourth component, project management, monitoring and evaluation (M and E), knowledge management, and learning will finance the operational costs of the project management units in participating FMS and Somaliland, as well as project coordination and fiduciary support at the Federal Republic of Somalia (FRS) level. It consists of following sub-components: (i) project management; (ii) M and E, knowledge management, and learning; and (iii) contingent emergency response.",2,Cannot determine how much goes to irrigation-relatec activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011016642,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,MZ PROIRRI Sustainable Irrigation Development,Short: MZ PROIRRI SUSTAINABLE IRRIGATION DEVELOPMENT Long:,P107598.IDA49160.crs2,Mozambique,2011,4.90E+06,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1980002561,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Mahakali Irrigation - Stage Project (01),Short: MAHAKALI IRRIGATION - STAGE PROJECT (01) Long: Mahakali Irrigation - Stage Project (01),P010147.IDA10550.crs1,Nepal,2019,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,1973001333,,905,International Development Association,,1,IDA,https://ida.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Tihama Development Project,Short: TIHAMA DEVELOPMENT PROJECT Long: Tihama Development Project,P005755.IDA03761.crs2,Yemen,2019,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
